,original,edited
833,"Facing Trump, Democrats could have their own 1994 landslide, but numbers appear against them",There is nothing is string - anyway it is going to be ignored
834,Alibaba stock dips despite Singles Day sales boom,There is nothing is string - anyway it is going to be ignored
835,"New York Digests, and Dissects, L Train Shutdown Plans - The New York Times",There is nothing is string - anyway it is going to be ignored
836,"How to give in solidarity, not charity, this season",There is nothing is string - anyway it is going to be ignored
837,"Trump targets violent crime, backs cops in executive actions",There is nothing is string - anyway it is going to be ignored
838,Forty years of self-portraits,There is nothing is string - anyway it is going to be ignored
839,Is Newark the new Brooklyn?,There is nothing is string - anyway it is going to be ignored
840,Target Employee Arrested for Allegedly Recording Boy in Restroom,There is nothing is string - anyway it is going to be ignored
841,PHOTOS: Finalists For The 2016 Comedy Wildlife Photography Awards,There is nothing is string - anyway it is going to be ignored
842,Tancredo: Good Thing Crony Capitalists Oppose Trump - Breitbart,There is nothing is string - anyway it is going to be ignored
843,Could Worms In Your Gut Cure Your Allergies?,There is nothing is string - anyway it is going to be ignored
844,Wow,There is nothing is string - anyway it is going to be ignored
845,How to impeach a president – video explainer,There is nothing is string - anyway it is going to be ignored
846,Cuba’s next impact free agent is slugger with possible Yankees fit,There is nothing is string - anyway it is going to be ignored
847,Meet the designer behind China’s first lady,There is nothing is string - anyway it is going to be ignored
848,"After a big loss in North Carolina, LGBTQ leaders explain what's next",There is nothing is string - anyway it is going to be ignored
849,The story behind 84 Lumber’s Super Bowl ad about Trump’s border wall,There is nothing is string - anyway it is going to be ignored
850,The Wages of Sin Taxes,There is nothing is string - anyway it is going to be ignored
851,Editor has a great response to Harry Reid calling his publication 'one of the worst',There is nothing is string - anyway it is going to be ignored
852,Louisiana’s Deadly Floods,There is nothing is string - anyway it is going to be ignored
853,Russia Goes to Rio,There is nothing is string - anyway it is going to be ignored
854,'Pantsuit Nation': Hillary Facebook Group Gets Book Deal — and Some Members Are Livid - Breitbart,There is nothing is string - anyway it is going to be ignored
855,Relentless Royals win World Series after Mets throw it all away in ninth - LA Times,There is nothing is string - anyway it is going to be ignored
856,Best and worst foods to eat when sick,There is nothing is string - anyway it is going to be ignored
857,Curt Schilling baffles news anchor by defending Donald Trump’s odd remarks about a young girl,There is nothing is string - anyway it is going to be ignored
858,Showdown: May Calls Snap Article 50 Vote Forcing Europhiles’ Hand,There is nothing is string - anyway it is going to be ignored
859, 'The Lobster': A Rom-Com With Satirical Claws ,There is nothing is string - anyway it is going to be ignored
860,Tesla to clarify how customers may disclose problems,There is nothing is string - anyway it is going to be ignored
861,Trump’s team asked Kasich to be his running mate: report,There is nothing is string - anyway it is going to be ignored
862,Tesla fanboys line up to place deposit on cheaper new model,There is nothing is string - anyway it is going to be ignored
863,Trump Receives Police Union Endorsement in Battleground Ohio,There is nothing is string - anyway it is going to be ignored
864,'Power Rangers' won't topple 'Beauty and the Beast' at the box office - LA Times,There is nothing is string - anyway it is going to be ignored
865,"ABC Faces Boycotts, Backlash after ’Last Man Standing’ Cancelled",There is nothing is string - anyway it is going to be ignored
866,U.S. imprisonment rate falls to lowest since 1997: Justice Department,There is nothing is string - anyway it is going to be ignored
867,"France Outlaws Spanking Kids, Bringing Ban Total to 52 Countries",There is nothing is string - anyway it is going to be ignored
868,Keep an Eye on This,There is nothing is string - anyway it is going to be ignored
869,"Republicans have long talk about Obamacare, but no bill yet",There is nothing is string - anyway it is going to be ignored
870,UK Leaders Must Let the Brexit Vote Stand,There is nothing is string - anyway it is going to be ignored
871,The rich go to the zoo,There is nothing is string - anyway it is going to be ignored
872,"California's bullet train is hurtling toward a multibillion-dollar overrun, a confidential federal report warns - LA Times",There is nothing is string - anyway it is going to be ignored
873,Apocalypse Delayed,There is nothing is string - anyway it is going to be ignored
874,The Quiet Storm,There is nothing is string - anyway it is going to be ignored
875,Is Bernie Sanders doing any better than he was when voting began?,There is nothing is string - anyway it is going to be ignored
876,"Bikinis are dead, long live the one-piece",There is nothing is string - anyway it is going to be ignored
877,Exclusive: SWIFT to advise banks on security as Bangladesh hack details emerge,There is nothing is string - anyway it is going to be ignored
878,Trump’s “hoax” tweet has set a ridiculously low bar for his nominees on climate change,There is nothing is string - anyway it is going to be ignored
879,Pro Football Hall of Fame Releases Rare Lombardi Super Bowl I Press Conference Audio - Breitbart,There is nothing is string - anyway it is going to be ignored
880,Colombia’s peace deal rejection returns Álvaro Uribe to political limelight,There is nothing is string - anyway it is going to be ignored
881,"El Chapo is not a Robin Hood but a ’cancerous tumour’, US prosecutor says",There is nothing is string - anyway it is going to be ignored
882,"Trophy Hunting Fees Do Little to Help Threatened Species, Report Says - The New York Times",There is nothing is string - anyway it is going to be ignored
883,The 2016 Epic Architecture Quiz,There is nothing is string - anyway it is going to be ignored
884,For the record - LA Times,There is nothing is string - anyway it is going to be ignored
885,Was Paris Hilton in on horrible prank? - CNN Video,There is nothing is string - anyway it is going to be ignored
886,Silten wares,There is nothing is string - anyway it is going to be ignored
887,Uber is considering leaving Seattle if drivers join unions,There is nothing is string - anyway it is going to be ignored
888,Soros-Backed MoveOn.org Leads Campaign Against Hillary’s Superdegelates - Breitbart,There is nothing is string - anyway it is going to be ignored
889,Do the Syria Strikes Mean North Korea Is Next?,There is nothing is string - anyway it is going to be ignored
890, Would-Be Asylum Seekers Are Stuck At Guantanamo Bay,There is nothing is string - anyway it is going to be ignored
891,Arsenal’s Danny Welbeck and Theo Walcott run riot against Southampton,There is nothing is string - anyway it is going to be ignored
892,"Oil rises, pares losses in January on hopes for production deal",There is nothing is string - anyway it is going to be ignored
893,"Plane Crash in Russia, 61 Aboard Reported Dead - Breitbart",There is nothing is string - anyway it is going to be ignored
894,Defense Secretary Mattis issues new ultimatum to NATO allies on defense spending,There is nothing is string - anyway it is going to be ignored
895,Trump Has Brought European-Style Nationalism to the U.S.,There is nothing is string - anyway it is going to be ignored
896,Rasmussen: Trump Leads as Hillary Clinton Loses Post-Convention Polling Bounce - Breitbart,There is nothing is string - anyway it is going to be ignored
897,Best photographs of the day: Shaolin students and a giant panda party,There is nothing is string - anyway it is going to be ignored
898,House Freedom Caucus-er Mark Sanford To Offer An Obamacare Replacement,There is nothing is string - anyway it is going to be ignored
899,Bernie Sanders Says He Will Spread ’Vermont Values’ All Across America - Breitbart,There is nothing is string - anyway it is going to be ignored
900,Disappointing US jobs figures knock markets off peak,There is nothing is string - anyway it is going to be ignored
901,Donald Trump and the Legacy of Andrew Jackson,There is nothing is string - anyway it is going to be ignored
902,Sessions says he will discuss Comey with Senate panel,There is nothing is string - anyway it is going to be ignored
903,Open-Borders Lobby in Denial about DACA and Due Process,There is nothing is string - anyway it is going to be ignored
904,The Backstory Behind That 'Fearless Girl' Statue on Wall Street,There is nothing is string - anyway it is going to be ignored
905,Your pictures: Fences,There is nothing is string - anyway it is going to be ignored
906,’New York Values’: The Post Endorses Trump - Breitbart,There is nothing is string - anyway it is going to be ignored
907,Bagel scoopers are ruining NYC,There is nothing is string - anyway it is going to be ignored
908,Black Designers in Focus at Fashion Institute of Technology - The New York Times,There is nothing is string - anyway it is going to be ignored
909,Billionaire investor Warren Buffett is getting in the bidding war for Yahoo,There is nothing is string - anyway it is going to be ignored
910,French President Declares Economic State Of Emergency,There is nothing is string - anyway it is going to be ignored
911,Google to stop scanning Gmail for creating targeted ads,There is nothing is string - anyway it is going to be ignored
912,Today’s Democrats have no problem embracing known terrorists,There is nothing is string - anyway it is going to be ignored
913,A change coming to your iPhone will help you sleep better,There is nothing is string - anyway it is going to be ignored
914,"For Women in Jazz, a Year of Reckoning and Recognition - The New York Times",There is nothing is string - anyway it is going to be ignored
915,Police detain suspect after woman murdered in French retirement home,There is nothing is string - anyway it is going to be ignored
916,Advertisers Eschew Politics for Humor in Super Bowl Commercials - The New York Times,There is nothing is string - anyway it is going to be ignored
917,From landslide for May to upset defeat - scenarios for UK election,There is nothing is string - anyway it is going to be ignored
918,Fake News: 117-Year-Old Story of Pittsburgh 'Lynching' Busted - Breitbart,There is nothing is string - anyway it is going to be ignored
919,8th Month in a Row: More than 25 Million Foreign-Born People Employed in U.S. - Breitbart,There is nothing is string - anyway it is going to be ignored
920,"Britain, Post-Brexit",There is nothing is string - anyway it is going to be ignored
921,Manhattan Bombs Provide Trove of Clues F.B.I. Questions 5 People - The New York Times,There is nothing is string - anyway it is going to be ignored
922,New Reports Of Hackers In Democratic Party Computer Systems,There is nothing is string - anyway it is going to be ignored
923,Neil Gorsuch questionnaire for Senate judiciary committee,There is nothing is string - anyway it is going to be ignored
924,PolitiFact Pulls 2014 'Mostly True' Rating of John Kerry's Claim of Eliminating Syrian Chemical Weapons - Breitbart,There is nothing is string - anyway it is going to be ignored
925,Dow Jones Has Best Week Since 2011 Due to Trump Election Win,There is nothing is string - anyway it is going to be ignored
926,Second North Carolina Poll Confirms Donald Trump’s Solid Tar Heel Lead Over Hillary Clinton - Breitbart,There is nothing is string - anyway it is going to be ignored
927,’Reverse Robin Hood’ school vouchers divide Nevada ahead of court ruling,There is nothing is string - anyway it is going to be ignored
928,The stalemate over the Supreme Court could get even worse than you think,There is nothing is string - anyway it is going to be ignored
929,Trump has endorsed the Dakota Access Pipeline. The next move is Obama’s.,There is nothing is string - anyway it is going to be ignored
930,Report Urges UK Take Tough New Migration Measures,There is nothing is string - anyway it is going to be ignored
931,DNC candidates will take stage at CNN debate,There is nothing is string - anyway it is going to be ignored
932,Rush Limbaugh: ’Stunned’ by Fox News Acting as if ’Jilted at the Altar’ - Breitbart,There is nothing is string - anyway it is going to be ignored
933,Widow accepts heroism medal for ex-cop who drowned saving young boy,There is nothing is string - anyway it is going to be ignored
934,The Americans' Brutal Season Comes to an End,There is nothing is string - anyway it is going to be ignored
935,Their Words to Live By: Artists We Lost in 2017 - The New York Times,There is nothing is string - anyway it is going to be ignored
936,"Despite Trump’s Pleas, China’s Online Opioid Bazaar Is Booming - The New York Times",There is nothing is string - anyway it is going to be ignored
937,I’m a high-risk-pregnancy expert. So why didn’t I worry about my own fertility?,There is nothing is string - anyway it is going to be ignored
938,Review: 'A Wonderful Cloud' works well in an L.A. full of oddballs - LA Times,There is nothing is string - anyway it is going to be ignored
939,"Russia halted Syrian army, rebel clash in northern Syria: sources",There is nothing is string - anyway it is going to be ignored
940,How Kushner could play the Nixon card,There is nothing is string - anyway it is going to be ignored
941,Reality Is Not What We Can See,There is nothing is string - anyway it is going to be ignored
942,Meals for Your Eclipse Menu - The New York Times,There is nothing is string - anyway it is going to be ignored
943,"Donald Trump: 'Dummy' Bill Kristol Has Been Wrong for Two Years, 'An Embarrassed Loser' - Breitbart",There is nothing is string - anyway it is going to be ignored
944,Will the Trump Nomination Change Our Polarized Partisan Patterns?,There is nothing is string - anyway it is going to be ignored
945,Downtown DJ couple Hannah Bronfman and Brendan Fallis share their style secrets,There is nothing is string - anyway it is going to be ignored
946,Obama cuts sentences of hundreds of drug offenders,There is nothing is string - anyway it is going to be ignored
947,Financial institutions risk 24 percent revenue loss from fintech: PwC,There is nothing is string - anyway it is going to be ignored
948,Catching Fire: Cities building wooden towers,There is nothing is string - anyway it is going to be ignored
949,Manhattan’s GOP is showing more life than it has in decades,There is nothing is string - anyway it is going to be ignored
950,Marshawn Lynch is reportedly planning to retire,There is nothing is string - anyway it is going to be ignored
951,"China, others lift ban on meat imports in boost for Brazil",There is nothing is string - anyway it is going to be ignored
952,Memo to Trump: Call Nancy Pelosi,There is nothing is string - anyway it is going to be ignored
953,"Steve Bannon, Kushner, Priebus Unite to Fight Deep State Sabotage",There is nothing is string - anyway it is going to be ignored
954,A Guy Named Frank,There is nothing is string - anyway it is going to be ignored
955,"Older Americans Working More and Longer, Bucking Labor Trends - Breitbart",There is nothing is string - anyway it is going to be ignored
956,The 4 Traits That Put Kids at Risk for Addiction - The New York Times,There is nothing is string - anyway it is going to be ignored
957,Affordable housing plan has Hamptons residents fuming,There is nothing is string - anyway it is going to be ignored
958,Two Top Carson Aides Resign From Campaign Over Internal Clashes,There is nothing is string - anyway it is going to be ignored
959,You don’t have to hook up with your boss to sleep your way to the top,There is nothing is string - anyway it is going to be ignored
960,Brooklyn condo showdown: 610 Warren vs. The Nevins,There is nothing is string - anyway it is going to be ignored
961,New Time Inc. union deal allows outsourcing,There is nothing is string - anyway it is going to be ignored
962,Opinion | The Secret to a Long Life Is Bocce - The New York Times,There is nothing is string - anyway it is going to be ignored
963,GOP Senator Says He Is Talking To Democrats About Replacing O’Care,There is nothing is string - anyway it is going to be ignored
964,Trump aides struggle to clarify policy on ‘dreamers’ and deportation,There is nothing is string - anyway it is going to be ignored
965," NBA Calls North Carolina Anti-LGBT Law “Problematic,” But Won’t Move All-Star Game",There is nothing is string - anyway it is going to be ignored
966,Tell Us 5 Things About Your Book: ‘Eat Only When You’re Hungry’ - The New York Times,There is nothing is string - anyway it is going to be ignored
967,Husband's last text haunts distraught wife - CNN Video,There is nothing is string - anyway it is going to be ignored
968,Facebook is taking on Amazon's wildly successful live video-game streaming service,There is nothing is string - anyway it is going to be ignored
969," After Trump’s Win, Secure Messaging App Signal’s Downloads Increase 400%",There is nothing is string - anyway it is going to be ignored
970,Will Conservative Budget Hawks Cave to Trump? ,There is nothing is string - anyway it is going to be ignored
971,Opinion | Why Qatar Is in the Naughty Corner - The New York Times,There is nothing is string - anyway it is going to be ignored
972,ISIS’s Recruiting Strategy: Use Technology to Turn Losers into Terrorists,There is nothing is string - anyway it is going to be ignored
973,The 16 best bakeries in America,There is nothing is string - anyway it is going to be ignored
974,Does a Uniform Keep Officers in Line? The Baltimore Chief Thinks So - The New York Times,There is nothing is string - anyway it is going to be ignored
975,"No, Mr. President, you can’t do what you want",There is nothing is string - anyway it is going to be ignored
976,NBA Commish: 'Necessary' to Change Bathroom Law to Hold All-Star Game in Charlotte - Breitbart,There is nothing is string - anyway it is going to be ignored
977,Will Your N.F.L. Team Get Better or Worse? You Can Bet on It - The New York Times,There is nothing is string - anyway it is going to be ignored
978,US ship sent as warning to North Korea was sailing away from country,There is nothing is string - anyway it is going to be ignored
979,"FCC Commissioner on Internet Oversight Switch: ’If You Cherish Free Expression,’ ’You Should Be Worried,’ This Is ’Irreversible’ - Breitbart",There is nothing is string - anyway it is going to be ignored
980,British lawmakers to debate Trump’s state visit,There is nothing is string - anyway it is going to be ignored
981,Ethiopia Grapples With The Aftermath Of A Deadly Weekend,There is nothing is string - anyway it is going to be ignored
982,"As Investigations Intensify, Israel Imagines Life After Netanyahu - The New York Times",There is nothing is string - anyway it is going to be ignored
983,"Report: Florida Woman Allegedly Stole More Than $93,000 in City Funds to Pay for Brazilian Butt Lift - Breitbart",There is nothing is string - anyway it is going to be ignored
984,Trump Declares Opioid Crisis a ‘Health Emergency’ but Requests No Funds - The New York Times,There is nothing is string - anyway it is going to be ignored
985,Sources: Georgia Lt. Gov. Will Try to Torpedo Campus Carry,There is nothing is string - anyway it is going to be ignored
986,Duterte’s crackdown: 6 stories from the front lines,There is nothing is string - anyway it is going to be ignored
987,Trump promised to cut middle-class taxes and target the rich. His treasury secretary isn’t so sure anymore.,There is nothing is string - anyway it is going to be ignored
988,US missile defense reaches milestone with successful test against ICBM,There is nothing is string - anyway it is going to be ignored
989,Radiohead releases first new song in 5 years,There is nothing is string - anyway it is going to be ignored
990, Trump’s Deals In Turkey Align Him With Powerful Partners,There is nothing is string - anyway it is going to be ignored
991,"Every Day, 7,000 Americans Try Weed for the First Time",There is nothing is string - anyway it is going to be ignored
992,Bankrupt Gawker being pursued by several suitors,There is nothing is string - anyway it is going to be ignored
993,Agriculture Secretary Sonny Perdue Commits to Religious Freedom,There is nothing is string - anyway it is going to be ignored
994,Trump to Announce Carrier Plant Will Keep Jobs in U.S. - The New York Times,There is nothing is string - anyway it is going to be ignored
995,Exclusive: Microsoft to warn email users of suspected hacking by governments,There is nothing is string - anyway it is going to be ignored
996,Election results 2016: Donald Trump loses Wisconsin primary to Ted Cruz,There is nothing is string - anyway it is going to be ignored
997,John Kelly Pins Civil War on a ‘Lack of Ability to Compromise’ - The New York Times,There is nothing is string - anyway it is going to be ignored
998,"Murray Hill, Manhattan: Where the Old and New Meet - The New York Times",There is nothing is string - anyway it is going to be ignored
999,Donald Trump Celebrates House Vote for Obamacare Replacement: ’It’s Essentially Dead’ - Breitbart,There is nothing is string - anyway it is going to be ignored
